Headline,Identifier,Source,Time,Date,FDS Language,FDS Subject,Add Date,Add Time,Document Type,Time Zone,US Date,US Time,Close to Open Return (Rel),Sentiment Tag
Twitter - @DigitimesDotCom: Shares of Apple supply chain makers tumbling #DIGITIMES https://t.co/5FLMgYcVaF,AAPL-US,TWTR, 9:56am,22-Nov-18,EN,,22-Nov-18, 9:56am,SM,EST,22-Nov-18,04:56,0.0137,1
Apple cutting price of iPhone XR in Japan; percentage unclear - WSJ,AAPL-US,SA, 9:29am,22-Nov-18,EN,"NS_PS,RU,RUMOR",22-Nov-18, 9:29am,SA,EST,22-Nov-18,04:29,0.0137,1
Twitter - @SeekingAlpha: $MSFT #MICROSOFT #WINDOWS $NTR https://t.co/7OtFgs8pEv,MSFT-US,TWTR,10:05am,21-Nov-18,EN,,21-Nov-18,10:08am,SM,EST,21-Nov-18,05:05,0.0125,1
"Amazon reallows shipments in Australia from 22-Nov - NYT, citing company statement",AMZN-US,SA, 2:01am,22-Nov-18,EN,NS_PS,23-Nov-18, 5:48am,SA,EST,21-Nov-18,21:01,0.0143,1
"Hotline newsletter: A call for transparency, ASU's 2-point debate, Leach on Petersen, USC fans GoFundMe, Amazon's bid and more",AMZN-US,MCT, 1:31am,22-Nov-18,EN,"BA_ESG,GN_SPO,SPTS",22-Nov-18, 1:31am,RN,EST,21-Nov-18,20:31,0.0143,1
"CEO WILKE (indirect owner) Sells (pre-scheduled sale) 1,230 of AMAZON COM INC (AMZN)",AMZN-US,EDG, 9:36pm,21-Nov-18,EN,"FILNS,FORM4,INSACT",21-Nov-18, 9:36pm,"CO-FILNS,OWN-FILNS,FILNS",EST,21-Nov-18,16:36,0.0143,1
"CEO WILKE (indirect owner) Sells (pre-scheduled sale) 1,645 of AMAZON COM INC (AMZN)",AMZN-US,EDG, 9:35pm,21-Nov-18,EN,"FILNS,FORM4,INSACT",21-Nov-18, 9:35pm,"CO-FILNS,OWN-FILNS,FILNS",EST,21-Nov-18,16:35,0.0143,1
"Amazon seeking to expand Amazon Pay to brick-and-mortar merchants -- WSJ, citing sources",AMZN-US,SA,10:32am,21-Nov-18,EN,"NS_PS,RU,RUMOR",21-Nov-18,10:32am,SA,EST,21-Nov-18,05:32,0.0256,1
"Amazon.com, Inc.(AMZN-US) Schedules eTail West Conference for 19-February-2019",AMZN-US,FCST, 5:30am,21-Nov-18,EN,"EVTS,EV_ME",21-Nov-18, 5:30am,"CONF,EVTS,EV_ME,FILNS_TS_TR",EST,21-Nov-18,00:30,0.0256,1
"Facebook posts internal memo pertaining to PR firm Definers"" to newsroom page""",FB-US,SA,11:17pm,21-Nov-18,EN,NS_PS,21-Nov-18,11:17pm,SA,EST,21-Nov-18,18:17,-0.006,-1
The Irish Fairy Door Company appoints WildBrain to produce original content and manage YouTube and Facebook strategy,FB-US,CNW, 1:00pm,21-Nov-18,EN,"BA_ESG,COARLS,GN_GEN,GN_SCI",21-Nov-18, 1:00pm,PRN,EST,21-Nov-18,08:00,0.0088,1
Twitter - @SeekingAlpha: $FB - Facebook: áFaceplant 2.0 - With Far More To Go https://t.co/vBxQ5vXo3y,FB-US,TWTR,12:59pm,21-Nov-18,EN,,21-Nov-18, 1:00pm,SM,EST,21-Nov-18,07:59,0.0088,1
Mark Zuckerberg doesn't plan to step down as chairman of Facebook - CNN,FB-US,SA,10:18am,21-Nov-18,EN,"CA_GEN,CA_MGT,CORPS,MGMT,NS_PS",21-Nov-18,10:18am,SA,EST,21-Nov-18,05:18,0.0088,1
Facebook says services tripped up by server problem (News Service),FB-US,IA, 5:42am,21-Nov-18,EN,"BA_ESG,COARLS,GN_GEN,GN_SCI",21-Nov-18, 5:42am,RN,EST,21-Nov-18,00:42,0.0088,1
"CEO PICHAI Sells 10,000 of ALPHABET INC. (GOOG)",GOOGL-US,EDG,10:03pm,21-Nov-18,EN,"FILNS,FORM4,INSACT",21-Nov-18,10:03pm,"CO-FILNS,OWN-FILNS,FILNS",EST,21-Nov-18,17:03,-0.0011,-1
Ownership Updates: ALPHABET INC  CL C (GOOG) for 21-Nov-2018,GOOGL-US,FIO,11:56am,21-Nov-18,EN,OWNRS,21-Nov-18,12:25pm,EXCL,EST,21-Nov-18,06:56,0.0084,1
Twitter - @MarketRealist: Why Pfizer's Share Price Fell on November 20 $PFE https://t.co/1UWsVNRE6e https://t.co/HD12yNSu99,PFE-US,TWTR, 1:09pm,21-Nov-18,EN,,21-Nov-18, 1:09pm,SM,EST,21-Nov-18,08:09,-0.0066,-1
Dir MORRISON Acquires 742 of VISA INC. (V),V-US,EDG,11:36pm,21-Nov-18,EN,"FILNS,FORM4,INSACT",21-Nov-18,11:36pm,"CO-FILNS,OWN-FILNS,FILNS",EST,21-Nov-18,18:36,-0.0034,-1
"CAO HOFFMEISTER Acquires 2,252 of VISA INC. (V)",V-US,EDG, 9:54pm,21-Nov-18,EN,"FILNS,FORM4,INSACT",21-Nov-18, 9:54pm,"CO-FILNS,OWN-FILNS,FILNS",EST,21-Nov-18,16:54,-0.0034,-1
"EVP TANEJA Acquires 10,907 of VISA INC. (V)",V-US,EDG, 9:53pm,21-Nov-18,EN,"FILNS,FORM4,INSACT",21-Nov-18, 9:53pm,"CO-FILNS,OWN-FILNS,FILNS",EST,21-Nov-18,16:53,-0.0034,-1
"EVP MAHON Acquires 4,392 of VISA INC. (V)",V-US,EDG, 9:52pm,21-Nov-18,EN,"FILNS,FORM4,INSACT",21-Nov-18, 9:52pm,"CO-FILNS,OWN-FILNS,FILNS",EST,21-Nov-18,16:52,-0.0034,-1
"CFO PRABHU Acquires 8,107 of VISA INC. (V)",V-US,EDG, 9:51pm,21-Nov-18,EN,"FILNS,FORM4,INSACT",21-Nov-18, 9:51pm,"CO-FILNS,OWN-FILNS,FILNS",EST,21-Nov-18,16:51,-0.0034,-1
"EVP BIGGAR Acquires 1,131 of VISA INC. (V)",V-US,EDG, 9:49pm,21-Nov-18,EN,"FILNS,FORM4,INSACT",21-Nov-18, 9:49pm,"CO-FILNS,OWN-FILNS,FILNS",EST,21-Nov-18,16:49,-0.0034,-1
"CEO KELLY JR Acquires 26,449 of VISA INC. (V)",V-US,EDG, 9:48pm,21-Nov-18,EN,"FILNS,FORM4,INSACT",21-Nov-18, 9:49pm,"CO-FILNS,OWN-FILNS,FILNS",EST,21-Nov-18,16:48,-0.0034,-1
"EVP SHEEDY Sells 3,643 of VISA INC. (V)",V-US,EDG, 9:48pm,21-Nov-18,EN,"FILNS,FORM4,INSACT",21-Nov-18, 9:48pm,"CO-FILNS,OWN-FILNS,FILNS",EST,21-Nov-18,16:48,-0.0034,-1
"Pres MCINERNEY Acquires 9,528 of VISA INC. (V)",V-US,EDG, 9:46pm,21-Nov-18,EN,"FILNS,FORM4,INSACT",21-Nov-18, 9:46pm,"CO-FILNS,OWN-FILNS,FILNS",EST,21-Nov-18,16:46,-0.0034,-1
"Vice Chmn RICHEY Acquires 3,529 of VISA INC. (V)",V-US,EDG, 9:45pm,21-Nov-18,EN,"FILNS,FORM4,INSACT",21-Nov-18, 9:45pm,"CO-FILNS,OWN-FILNS,FILNS",EST,21-Nov-18,16:45,-0.0034,-1
Verizon Communications Inc agreed to acquire Vidder Inc,VZ-US,FFW,10:35am,21-Nov-18,EN,"CORPS,MANDA",21-Nov-18, 2:58pm,EXCL,EST,21-Nov-18,05:35,-0.0093,-1
"Officer KONDO Sells 3,408 of APPLE INC (AAPL)",AAPL-US,EDG,11:33pm,21-Nov-18,EN,"FILNS,FORM4,INSACT",21-Nov-18,11:33pm,"CO-FILNS,OWN-FILNS,FILNS",EST,21-Nov-18,18:33,0.0137,1
Twitter - @SeekingAlpha: $AAPL - Apple's iPad Pros And Mac Options Should Leave Investors Scratching Their Heads https://t.co/FV6IFoj06r,AAPL-US,TWTR, 9:02pm,21-Nov-18,EN,,21-Nov-18, 9:03pm,SM,EST,21-Nov-18,16:02,0.0137,1
Twitter - @ChannelNewsAsia: Apple supplier Foxconn seeks to cut costs in 2019 - Bloomberg https://t.co/mnKkqG3ewb https://t.co/HNeKbcInQq,AAPL-US,TWTR, 2:21pm,21-Nov-18,EN,,21-Nov-18, 2:23pm,SM,EST,21-Nov-18,09:21,0.0095,1
Microsoft Corp agreed to acquire FSLogix Inc,MSFT-US,FFW,10:35am,20-Nov-18,EN,"CORPS,MANDA",21-Nov-18, 2:58pm,EXCL,EST,20-Nov-18,05:35,-0.0137,-1
Twitter - @Benzinga: Report: Amazon Makes A Play For Disney's Regional Sports Networks https://t.co/REGkwy69ah $AMZN $DIS,AMZN-US,TWTR,10:15pm,20-Nov-18,EN,,20-Nov-18,10:15pm,SM,EST,20-Nov-18,17:15,0.0256,1
Pac-12 Conference Goes All-In on Amazon Web Services,AMZN-US,BW, 2:00pm,20-Nov-18,EN,"BA_CTR,COARLS,PRODS,SPTS",20-Nov-18, 2:00pm,PRN,EST,20-Nov-18,09:00,-0.0365,-1
Facebook exec calls brother's tasing death in Millbrae a 'miscarriage of justice',FB-US,MCT,10:04am,20-Nov-18,EN,"BA_ESG,GN_CRM,GN_GEN,GN_HEL",20-Nov-18,10:04am,RN,EST,20-Nov-18,05:04,-0.0212,-1
Wall St Rocked As Apple And Facebook Plunge,FB-US,MCT, 7:01am,20-Nov-18,EN,"BA_ESG,BA_GEN,CM_GEN,COARLS,GN_GEN,GN_SPO,GN_TRA,MKTCOM,MKTSUM,NS_MS_DAT,NS_MS_DSC,NS_MS_GEN,SPTS",20-Nov-18, 7:01am,RN,EST,20-Nov-18,02:01,-0.0212,-1
Twitter - @SeekingAlpha: $DDAIF $DMLRY $GELYF $GOOG $GOOGL $MMTOF $NSANF $NSANY $RNLSY $RNSDF $GELYY https://t.co/Tw2gpiPDM6,GOOGL-US,TWTR, 1:45am,21-Nov-18,EN,,21-Nov-18, 1:46am,SM,EST,20-Nov-18,20:45,0.0084,1
DexCom and Verily (GOOGL) amend collaboration and license agreement,GOOGL-US,SA,10:16pm,20-Nov-18,EN,"CA_GEN,CA_MNA_GEN,CM_GEN,CORPS,DEFIN,MANDA",20-Nov-18,10:16pm,SA,EST,20-Nov-18,17:16,0.0084,1
"CLASS ACTION UPDATE for ADNT, SFIX and GOOG: Levi & Korsinsky, LLP Reminds Investors of Class Actions on Behalf of Shareholders",GOOGL-US,GNW, 9:38pm,20-Nov-18,EN,"BA_GEN,COARLS,EVTS,EV_GEN,LR_LTG,LTGREG,PRODS",20-Nov-18, 9:38pm,PRN,EST,20-Nov-18,16:38,0.0084,1
Exxon Mobil downgraded to underperform from market perform at Raymond James,XOM-US,SA,12:34pm,20-Nov-18,EN,"ANLCH,AN_DNG",20-Nov-18,12:34pm,SA,EST,20-Nov-18,07:34,0.0034,1
"UNITEDHEALTH GROUP INC files (8-K) Current report: Items 7.01 - Regulation FD, 9.01 - Financial Statements and Exhibits, for period end 20-Nov-18 (UNH-US)",UNH-US,EDG, 1:57pm,20-Nov-18,EN,"8K,FILNS",20-Nov-18, 1:57pm,"CO-FILNS,CR-FILNS,FILNS",EST,20-Nov-18,08:57,0.012,1
"UnitedHealth Group, Inc.(UNH-US) Schedules Investor Meeting for 27-November-2018 8:00 AM ET",UNH-US,FCST,12:16pm,20-Nov-18,EN,"AN_GEN,EVTS,EV_PROX",20-Nov-18,12:16pm,"AN_GEN,CORP,EVTS,EV_PROX,FILNS_TS_TR",EST,20-Nov-18,07:16,0.012,1
UnitedHealth Group to Host Investor Conference,UNH-US,BW,11:55am,20-Nov-18,EN,"COARLS,EVTS,EV_GEN",20-Nov-18,11:55am,PRN,EST,20-Nov-18,06:55,0.012,1
"Black Friday at Verizon: Get $400 off Google Pixel 3, Samsung Galaxy S9, LG V40 and more",VZ-US,GNW, 1:30pm,20-Nov-18,EN,"BA_GEN,COARLS,EVTS,EV_GEN,PRODS",20-Nov-18, 1:30pm,PRN,EST,20-Nov-18,08:30,0.0205,1
Apple in talks to provide portable electronic health records for veterans - WSJ,AAPL-US,SA, 4:08am,21-Nov-18,EN,"NS_PS,RU,RUMOR",21-Nov-18, 4:08am,SA,EST,20-Nov-18,23:08,0.0095,1
Apple acquired Silk Labs earlier this year; terms undisclosed - The Information,AAPL-US,SA,12:30am,21-Nov-18,EN,"CA_MNA_GEN,CORPS,MANDA,NS_PS,RU,RUMOR",22-Nov-18, 1:05am,SA,EST,20-Nov-18,19:30,0.0095,1
Twitter - @ChannelNewsAsia: Futures drop as Apple-led tech slide deepens https://t.co/NRKwtR2Pul https://t.co/dKFZj61GrC,AAPL-US,TWTR, 1:05pm,20-Nov-18,EN,,20-Nov-18, 1:06pm,SM,EST,20-Nov-18,08:05,-0.0272,-1
Microsoft - The bigger threat. >> Looks like its curtains for Cortana. (Radio Free Mobile) 2 pages,MSFT-US,FRC, 7:08am,19-Nov-18,EN,"EQTY,RRPTS",19-Nov-18, 7:09am,IR,EST,19-Nov-18,02:08,0.0018,1
Was Amazon's HQ2 Search a Waste of Time for Cities?,AMZN-US,MCT, 4:59am,20-Nov-18,EN,"BA_GEN,ECON,EC_GEN",20-Nov-18, 3:18pm,RN,EST,19-Nov-18,23:59,-0.0365,-1
"CEO JASSY Sells (pre-scheduled sale) 1,726 of AMAZON COM INC (AMZN)",AMZN-US,EDG,10:21pm,19-Nov-18,EN,"FILNS,FORM4,INSACT",19-Nov-18,10:21pm,"CO-FILNS,OWN-FILNS,FILNS",EST,19-Nov-18,17:21,-0.0365,-1
"CEO WILKE Acquires 4,108 of AMAZON COM INC (AMZN)",AMZN-US,EDG,10:21pm,19-Nov-18,EN,"FILNS,FORM4,INSACT",19-Nov-18,10:21pm,"CO-FILNS,OWN-FILNS,FILNS",EST,19-Nov-18,17:21,-0.0365,-1
"SVP BLACKBURN Sells (pre-scheduled sale) 2,055 of AMAZON COM INC (AMZN)",AMZN-US,EDG,10:20pm,19-Nov-18,EN,"FILNS,FORM4,INSACT",19-Nov-18,10:20pm,"CO-FILNS,OWN-FILNS,FILNS",EST,19-Nov-18,17:20,-0.0365,-1
"SVP ZAPOLSKY Sells (pre-scheduled sale) 1,929 of AMAZON COM INC (AMZN)",AMZN-US,EDG,10:20pm,19-Nov-18,EN,"FILNS,FORM4,INSACT",19-Nov-18,10:20pm,"CO-FILNS,OWN-FILNS,FILNS",EST,19-Nov-18,17:20,-0.0365,-1
"CFO OLSAVSKY Sells (pre-scheduled sale) 2,030 of AMAZON COM INC (AMZN)",AMZN-US,EDG,10:19pm,19-Nov-18,EN,"FILNS,FORM4,INSACT",19-Nov-18,10:20pm,"CO-FILNS,OWN-FILNS,FILNS",EST,19-Nov-18,17:19,-0.0365,-1
VP REYNOLDS Sells (pre-scheduled sale) 437 of AMAZON COM INC (AMZN),AMZN-US,EDG,10:19pm,19-Nov-18,EN,"FILNS,FORM4,INSACT",19-Nov-18,10:19pm,"CO-FILNS,OWN-FILNS,FILNS",EST,19-Nov-18,17:19,-0.0365,-1
Dir STONESIFER Acquires 359 of AMAZON COM INC (AMZN),AMZN-US,EDG,10:19pm,19-Nov-18,EN,"FILNS,FORM4,INSACT",19-Nov-18,10:19pm,"CO-FILNS,OWN-FILNS,FILNS",EST,19-Nov-18,17:19,-0.0365,-1
Dir HUTTENLOCHER Sells (pre-scheduled sale) 181 of AMAZON COM INC (AMZN),AMZN-US,EDG,10:19pm,19-Nov-18,EN,"FILNS,FORM4,INSACT",19-Nov-18,10:19pm,"CO-FILNS,OWN-FILNS,FILNS",EST,19-Nov-18,17:19,-0.0365,-1
Dir RUBINSTEIN Acquires 359 of AMAZON COM INC (AMZN),AMZN-US,EDG,10:18pm,19-Nov-18,EN,"FILNS,FORM4,INSACT",19-Nov-18,10:18pm,"CO-FILNS,OWN-FILNS,FILNS",EST,19-Nov-18,17:18,-0.0365,-1
Dir RYDER Acquires 359 of AMAZON COM INC (AMZN),AMZN-US,EDG,10:18pm,19-Nov-18,EN,"FILNS,FORM4,INSACT",19-Nov-18,10:18pm,"CO-FILNS,OWN-FILNS,FILNS",EST,19-Nov-18,17:18,-0.0365,-1
Dir ALBERG Acquires 359 of AMAZON COM INC (AMZN),AMZN-US,EDG,10:16pm,19-Nov-18,EN,"FILNS,FORM4,INSACT",19-Nov-18,10:16pm,"CO-FILNS,OWN-FILNS,FILNS",EST,19-Nov-18,17:16,-0.0365,-1
"Amazon Makes Waves with Warner Bros. Pictures to Offer Prime Members Exclusive Advance Showings of James Wan's Aquaman on December 15, 2018",AMZN-US,BW, 8:39am,19-Nov-18,EN,"BA_PRD,COARLS,PRODS",19-Nov-18, 8:40am,PRN,EST,19-Nov-18,03:39,-0.0083,-1
CTO SCHROEPFER Updates Ownership of FACEBOOK INC (FB),FB-US,EDG, 1:25am,20-Nov-18,EN,"FILNS,FORM4,INSACT",20-Nov-18, 1:25am,"CO-FILNS,OWN-FILNS,FILNS",EST,19-Nov-18,20:25,-0.0212,-1
"CFO WEHNER Sells (pre-scheduled sale) 4,761 of FACEBOOK INC (FB)",FB-US,EDG, 1:23am,20-Nov-18,EN,"FILNS,FORM4,INSACT",20-Nov-18, 1:23am,"CO-FILNS,OWN-FILNS,FILNS",EST,19-Nov-18,20:23,-0.0212,-1
"CAO TAYLOR Sells (pre-scheduled sale) 2,112 of FACEBOOK INC (FB)",FB-US,EDG, 1:21am,20-Nov-18,EN,"FILNS,FORM4,INSACT",20-Nov-18, 1:22am,"CO-FILNS,OWN-FILNS,FILNS",EST,19-Nov-18,20:21,-0.0212,-1
"VP STRETCH Acquires 13,536 of FACEBOOK INC (FB)",FB-US,EDG, 1:20am,20-Nov-18,EN,"FILNS,FORM4,INSACT",20-Nov-18, 1:20am,"CO-FILNS,OWN-FILNS,FILNS",EST,19-Nov-18,20:20,-0.0212,-1
"VP FISCHER Acquires 4,669 of FACEBOOK INC (FB)",FB-US,EDG, 1:18am,20-Nov-18,EN,"FILNS,FORM4,INSACT",20-Nov-18, 1:18am,"CO-FILNS,OWN-FILNS,FILNS",EST,19-Nov-18,20:18,-0.0212,-1
"Officer COX Acquires 5,832 of FACEBOOK INC (FB)",FB-US,EDG, 1:17am,20-Nov-18,EN,"FILNS,FORM4,INSACT",20-Nov-18, 1:17am,"CO-FILNS,OWN-FILNS,FILNS",EST,19-Nov-18,20:17,-0.0212,-1
Twitter - @Benzinga: Guggenheim: WWE's 'Mixed Match Challenge' Partnership With Facebook Is Paying Off https://t.co/Jz0ESO58yg $FB $WWE #WWEMMC,FB-US,TWTR, 1:15am,20-Nov-18,EN,,20-Nov-18, 1:17am,SM,EST,19-Nov-18,20:15,-0.0212,-1
CEO Mark Zuckerberg stirring Facebook's pot to the point of turmoil - WSJ,FB-US,SA, 5:53am,19-Nov-18,EN,"NS_PS,RU,RUMOR",19-Nov-18, 5:53am,SA,EST,19-Nov-18,00:53,-0.0118,-1
William O'Neil + Co.: Johnson and Johnson Added to Focus List (William O'Neil) 3 pages,JNJ-US,FRC,11:00pm,19-Nov-18,EN,"ANLCH,AN_GEN,EQTY,ERNS,ER_GEN,INTCOV,RRPTS,RTGS",19-Nov-18,11:03pm,IR,EST,19-Nov-18,18:00,0.012,1
"The Klein Law Firm Reminds Investors of Class Actions on Behalf of Shareholders of TGTX, MGTI, HAS, CPB and GOOG",GOOGL-US,GNW, 9:29pm,19-Nov-18,EN,"COARLS,LR_GEN,LR_LTG,LTGREG",19-Nov-18, 9:29pm,PRN,EST,19-Nov-18,16:29,-0.0062,-1
"Merck KGaA, Darmstadt, Germany, and Pfizer Provide Update on Avelumab in Platinum-Resistant/Refractory Ovarian Cancer",PFE-US,PRN,12:12pm,19-Nov-18,EN,"COARLS,GN_GEN,LR_PHA",19-Nov-18,12:14pm,PRN,EST,19-Nov-18,07:12,0.0046,1
"Merck and Pfizer (PFE) announced that the Phase III JAVELIN Ovarian 200 trial evaluating avelumab alone or in combination with pegylated liposomal doxorubicin, compared with PLD did not meet the prespecified primary endpoints",PFE-US,SA,12:07pm,19-Nov-18,EN,,19-Nov-18,12:07pm,SA,EST,19-Nov-18,07:07,0.0046,1
CEO VESTBERG Updates Ownership of VERIZON COMMUNICATIONS INC (VZ),VZ-US,EDG, 1:35pm,19-Nov-18,EN,"FILNS,FORM4,INSACT",19-Nov-18, 1:35pm,"CO-FILNS,OWN-FILNS,FILNS",EST,19-Nov-18,08:35,0.0027,1
SVP SKIADAS Updates Ownership of VERIZON COMMUNICATIONS INC (VZ),VZ-US,EDG, 1:34pm,19-Nov-18,EN,"FILNS,FORM4,INSACT",19-Nov-18, 1:34pm,"CO-FILNS,OWN-FILNS,FILNS",EST,19-Nov-18,08:34,0.0027,1
EVP SILLIMAN Updates Ownership of VERIZON COMMUNICATIONS INC (VZ),VZ-US,EDG, 1:33pm,19-Nov-18,EN,"FILNS,FORM4,INSACT",19-Nov-18, 1:33pm,"CO-FILNS,OWN-FILNS,FILNS",EST,19-Nov-18,08:33,0.0027,1
EVP REED Updates Ownership of VERIZON COMMUNICATIONS INC (VZ),VZ-US,EDG, 1:32pm,19-Nov-18,EN,"FILNS,FORM4,INSACT",19-Nov-18, 1:32pm,"CO-FILNS,OWN-FILNS,FILNS",EST,19-Nov-18,08:32,0.0027,1
Officer MCADAM Updates Ownership of VERIZON COMMUNICATIONS INC (VZ),VZ-US,EDG, 1:32pm,19-Nov-18,EN,"FILNS,FORM4,INSACT",19-Nov-18, 1:32pm,"CO-FILNS,OWN-FILNS,FILNS",EST,19-Nov-18,08:32,0.0027,1
CEO GOWRAPPAN Updates Ownership of VERIZON COMMUNICATIONS INC (VZ),VZ-US,EDG, 1:31pm,19-Nov-18,EN,"FILNS,FORM4,INSACT",19-Nov-18, 1:31pm,"CO-FILNS,OWN-FILNS,FILNS",EST,19-Nov-18,08:31,0.0027,1
CFO ELLIS Updates Ownership of VERIZON COMMUNICATIONS INC (VZ),VZ-US,EDG, 1:30pm,19-Nov-18,EN,"FILNS,FORM4,INSACT",19-Nov-18, 1:30pm,"CO-FILNS,OWN-FILNS,FILNS",EST,19-Nov-18,08:30,0.0027,1
EVP DUNNE Updates Ownership of VERIZON COMMUNICATIONS INC (VZ),VZ-US,EDG, 1:28pm,19-Nov-18,EN,"FILNS,FORM4,INSACT",19-Nov-18, 1:28pm,"CO-FILNS,OWN-FILNS,FILNS",EST,19-Nov-18,08:28,0.0027,1
Twitter - @SeekingAlpha: $AAPL #APPLE https://t.co/doZvxsEO7z,AAPL-US,TWTR,10:04pm,19-Nov-18,EN,,19-Nov-18,10:36pm,SM,EST,19-Nov-18,17:04,-0.0272,-1
"Twitter - @Benzinga: Bulls &amp; Bears Of The Week: Apple, Facebook, Home Depot, JCPenney And More https://t.co/0jvBB5s5Va $AAL $AAPL $APRN... https://t.co/QOk2k8JFqC",AAPL-US,TWTR,12:45pm,19-Nov-18,EN,,19-Nov-18, 7:35pm,SM,EST,19-Nov-18,07:45,-0.0163,-1
Twitter - @ChannelNewsAsia: Apple cuts production orders for all three new iPhone models: WSJ https://t.co/pIQRXNe72e https://t.co/OJFTht5hqp,AAPL-US,TWTR,10:06am,19-Nov-18,EN,,19-Nov-18,10:54am,SM,EST,19-Nov-18,05:06,-0.0163,-1
Twitter - @ChannelNewsAsia: Apple cuts production orders for all 3 new iPhone models: WSJ https://t.co/GUECG9L827 https://t.co/JLzkMcMmoo,AAPL-US,TWTR,10:06am,19-Nov-18,EN,,19-Nov-18,10:54am,SM,EST,19-Nov-18,05:06,-0.0163,-1
Apple slashes orders for its new iPhones - WSJ,AAPL-US,SA, 9:30am,19-Nov-18,EN,"NS_PS,RU,RUMOR",19-Nov-18, 9:30am,SA,EST,19-Nov-18,04:30,-0.0163,-1
"Netflix and Amazon spark animation revival, spending heavily in quest for binge-worthy shows",AMZN-US,MCT, 2:33pm,18-Nov-18,EN,"BA_GEN,COARLS,GN_ART,GN_GEN",18-Nov-18, 2:33pm,RN,EST,18-Nov-18,09:33,-0.0083,-1
What can Philly learn from Amazon's decision?,AMZN-US,MCT,10:04am,18-Nov-18,EN,COARLS,18-Nov-18,10:05am,RN,EST,18-Nov-18,05:04,-0.0083,-1
FB: Morality and Facebook - Investor Concerns Amplified (Pivotal Research Group) 6 pages,FB-US,FRC, 1:05am,19-Nov-18,EN,"ANLCH,AN_GEN,EQTY,RRPTS",19-Nov-18, 1:05am,IR,EST,18-Nov-18,20:05,-0.0118,-1
"Facebook (FB) in talks with Johnston Press, other newspaper publishers to fund journalism -- Sunday Times",FB-US,SA, 6:32pm,18-Nov-18,EN,"NS_PS,RU,RUMOR",18-Nov-18, 6:32pm,SA,EST,18-Nov-18,13:32,-0.0118,-1
"Twitter - @Fin24: This year saw major data breaches in companies like British Airways and  Facebook, and experts reckon this will con... https://t.co/ieGTaCFf0a",FB-US,TWTR, 4:50pm,18-Nov-18,EN,,18-Nov-18, 4:51pm,SM,EST,18-Nov-18,11:50,-0.0118,-1
"STOCKHOLDER ALERT: Kaskela Law LLC Announces Stockholder Class Action Against Alphabet, Inc. and Encourages Investors to Contact the Firm - GOOG",GOOGL-US,GNW, 9:58pm,18-Nov-18,EN,"COARLS,LR_GEN,LR_LTG,LTGREG",18-Nov-18, 9:58pm,PRN,EST,18-Nov-18,16:58,-0.0026,-1
SHAREHOLDER ALERT: TGTX ABBV MGTI HAS CPB CHGG ADNT GOOG NKTR SYF RBBN: The Law Offices of Vincent Wong Reminds Investors of Important Class Action Deadlines,GOOGL-US,GNW, 3:00pm,18-Nov-18,EN,"COARLS,LR_GEN,LR_LTG,LTGREG",18-Nov-18, 3:00pm,PRN,EST,18-Nov-18,10:00,-0.0026,-1
Amazon brings delivery station to Gainesville,AMZN-US,MCT, 4:46pm,17-Nov-18,EN,COARLS,17-Nov-18, 4:46pm,RN,EST,17-Nov-18,11:46,-0.0083,-1
Facebook opens new office in Lower Downtown Denver,FB-US,MCT, 5:01am,17-Nov-18,EN,"BA_ESG,BA_GEN,COARLS,EV_GEN,EX_GEN,GN_GEN,IN_RES",17-Nov-18, 2:17am,RN,EST,17-Nov-18,00:01,-0.0118,-1
Ownership Updates: ALPHABET INC  CL C (GOOG) for 17-Nov-2018,GOOGL-US,FIO,12:41pm,17-Nov-18,EN,OWNRS,17-Nov-18, 1:24pm,EXCL,EST,17-Nov-18,07:41,-0.0026,-1
Microsoft Corp.(MSFT-US) Schedules RSA Conference for 4-March-2019,MSFT-US,FCST,10:34am,16-Nov-18,EN,"EVTS,EV_ME",16-Nov-18,10:34am,"CONF,EVTS,EV_ME,FILNS_TS_TR",EST,16-Nov-18,05:34,0.0024,1
Remember how this downtown Seattle corner looked before Amazon?,AMZN-US,MCT,12:48am,17-Nov-18,EN,"BA_ESG,COARLS,GN_TRA",17-Nov-18,12:48am,RN,EST,16-Nov-18,19:48,-0.0083,-1
"CEO BEZOS Gifts 7,147 of AMAZON COM INC (AMZN)",AMZN-US,EDG, 9:38pm,16-Nov-18,EN,"FILNS,FORM4,INSACT",16-Nov-18, 9:38pm,"CO-FILNS,OWN-FILNS,FILNS",EST,16-Nov-18,16:38,-0.0083,-1
"COO SANDBERG (indirect owner) Sells (pre-scheduled sale) 55,000 of FACEBOOK INC (FB)",FB-US,EDG,12:14am,17-Nov-18,EN,"FILNS,FORM4,INSACT",17-Nov-18,12:14am,"CO-FILNS,OWN-FILNS,FILNS",EST,16-Nov-18,19:14,-0.0118,-1
Revelations on Facebook may be straw that breaks camel's back for advertisers - NYT,FB-US,SA, 5:42am,16-Nov-18,EN,NS_PS,16-Nov-18, 5:42am,SA,EST,16-Nov-18,00:42,-0.0151,-1
"CEO GORSKY Sells 264,465 of JOHNSON & JOHNSON (JNJ)",JNJ-US,EDG,12:45am,17-Nov-18,EN,"FILNS,FORM4,INSACT",17-Nov-18,12:45am,"CO-FILNS,OWN-FILNS,FILNS",EST,16-Nov-18,19:45,0.005,1
